SALIDA,FECHA,ÉPOCA,MUNICIPIO,CUERPO DE AGUA,Estacion,Latitud,Longitud,Altitud,UHM,Area,Cobertura,Profundidad,Velocidad,Sustrato,Temperatura,Ox_disuelto,pH,Conductividad,Turbidez,Solidos disueltos,Familia,Individuos
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Glossiphoniidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Chironomidae,20
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Aeshnidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Baetidae,4
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Tubificidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Muscidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,31,"VS, VE",28.14,0.18,"Microlithal, Mesolithal",15.8,8.6,6.51,112.33,1.74,56,Simuliidae,7
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,31,"VS, VE",28.14,0.18,"Microlithal, Mesolithal",15.8,8.6,6.51,112.33,1.74,56,Chironomidae,10
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,31,"VS, VE",28.14,0.18,"Microlithal, Mesolithal",15.8,8.6,6.51,112.33,1.74,56,Baetidae,10
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,31,"VS, VE",28.14,0.18,"Microlithal, Mesolithal",15.8,8.6,6.51,112.33,1.74,56,Tubificidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,31,"VS, VE",28.14,0.18,"Microlithal, Mesolithal",15.8,8.6,6.51,112.33,1.74,56,Hydrophilidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,36.4,"CN, GB, SC, VS",66.28,0.15,"Akal, Megalithal, Macrolithal",11.5,6.31,7.49,46,0.27,31,Simuliidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,36.4,"CN, GB, SC, VS",66.28,0.15,"Akal, Megalithal, Macrolithal",11.5,6.31,7.49,46,0.27,31,Chironomidae,26
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,36.4,"CN, GB, SC, VS",66.28,0.15,"Akal, Megalithal, Macrolithal",11.5,6.31,7.49,46,0.27,31,Tubificidae,6
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,36.4,"CN, GB, SC, VS",66.28,0.15,"Akal, Megalithal, Macrolithal",11.5,6.31,7.49,46,0.27,31,Unionidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Tipulidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Simuliidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Chironomidae,17
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Tubificidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Nymphalidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Unionidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Leptoceridae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41.5,"GB, SC, VS, VE",39.14,0.2,"Macrolital, Mesolithal, Akal, Megalithal",11.56,6.79,7.05,22.33,0.33,11,Lumbricidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,17.9,"CN, GB, SC, VS, VE",37.3,0.06,"Akal, Mesolithal, Macrolithal",11.6,6.61,7.14,30.33,0.55,16,Tipulidae,4
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,17.9,"CN, GB, SC, VS, VE",37.3,0.06,"Akal, Mesolithal, Macrolithal",11.6,6.61,7.14,30.33,0.55,16,Chironomidae,48
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,17.9,"CN, GB, SC, VS, VE",37.3,0.06,"Akal, Mesolithal, Macrolithal",11.6,6.61,7.14,30.33,0.55,16,Unionidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,17.9,"CN, GB, SC, VS, VE",37.3,0.06,"Akal, Mesolithal, Macrolithal",11.6,6.61,7.14,30.33,0.55,16,Glossiphoniidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,17.9,"CN, GB, SC, VS, VE",37.3,0.06,"Akal, Mesolithal, Macrolithal",11.6,6.61,7.14,30.33,0.55,16,Lumbricidae,10
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Riffle,58.8,"CN, GB, SC, VS",33.14,0.22,"Macrolithal, Akal, Megalithal, Mesolithal",10.76,7.02,7.23,71,0.12,36,Chironomidae,10
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Riffle,58.8,"CN, GB, SC, VS",33.14,0.22,"Macrolithal, Akal, Megalithal, Mesolithal",10.76,7.02,7.23,71,0.12,36,Tipulidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Riffle,58.8,"CN, GB, SC, VS",33.14,0.22,"Macrolithal, Akal, Megalithal, Mesolithal",10.76,7.02,7.23,71,0.12,36,Lumbricidae,4
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Riffle,58.8,"CN, GB, SC, VS",33.14,0.22,"Macrolithal, Akal, Megalithal, Mesolithal",10.76,7.02,7.23,71,0.12,36,Simuliidae,6
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Riffle,58.8,"CN, GB, SC, VS",33.14,0.22,"Macrolithal, Akal, Megalithal, Mesolithal",10.76,7.02,7.23,71,0.12,36,Mesoveliidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Pool,38.9,"CN, GB, SC, R, VS",27.57,0.13,"Akal, Mesolithal, Macrolithal",10.7,6.65,8.11,72.3,3.39,28.66,Chironomidae,14
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Pool,38.9,"CN, GB, SC, R, VS",27.57,0.13,"Akal, Mesolithal, Macrolithal",10.7,6.65,8.11,72.3,3.39,28.66,Tipulidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Pool,38.9,"CN, GB, SC, R, VS",27.57,0.13,"Akal, Mesolithal, Macrolithal",10.7,6.65,8.11,72.3,3.39,28.66,Lumbricidae,20
4,19/10/2017,Lluvia,Cogua,Río Neusa,E2,"5°9'36,7"" N","73°59'36,7"" W",3060,Pool,38.9,"CN, GB, SC, R, VS",27.57,0.13,"Akal, Mesolithal, Macrolithal",10.7,6.65,8.11,72.3,3.39,28.66,Simuliidae,6
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,58.8,"CN, GB, SC, VS",30.28,0.21,"Megalithal, Mesolital, Akal",11.5,7.05,7.3,43.1,7.3,21.32,Chironomidae,14
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,58.8,"CN, GB, SC, VS",30.28,0.21,"Megalithal, Mesolital, Akal",11.5,7.05,7.3,43.1,7.3,21.32,Tipulidae,3
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,58.8,"CN, GB, SC, VS",30.28,0.21,"Megalithal, Mesolital, Akal",11.5,7.05,7.3,43.1,7.3,21.32,Simuliidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,58.8,"CN, GB, SC, VS",30.28,0.21,"Megalithal, Mesolital, Akal",11.5,7.05,7.3,43.1,7.3,21.32,Hyalellidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,58.8,"CN, GB, SC, VS",30.28,0.21,"Megalithal, Mesolital, Akal",11.5,7.05,7.3,43.1,7.3,21.32,Lepidoptera,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,58.8,"CN, GB, SC, VS",30.28,0.21,"Megalithal, Mesolital, Akal",11.5,7.05,7.3,43.1,7.3,21.32,Unionidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,38.9,"CN, GB, SC, R, VS",35.28,0.15,"Megalithal, Macrolithal",11.04,6.66,7.16,71.66,7.33,32,Chironomidae,39
4,19/10/2017,Lluvia,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,38.9,"CN, GB, SC, R, VS",35.28,0.15,"Megalithal, Macrolithal",11.04,6.66,7.16,71.66,7.33,32,Hyalellidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,80,"CN, SC, R, VS, VE, RL",41.7,0.28,"Akal, Mesolithal",17.57,5.98,7.03,55.5,7.5,29,Tubificidae,4
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,80,"CN, SC, R, VS, VE, RL",41.7,0.28,"Akal, Mesolithal",17.57,5.98,7.03,55.5,7.5,29,Ancylidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,80,"CN, SC, R, VS, VE, RL",41.7,0.28,"Akal, Mesolithal",17.57,5.98,7.03,55.5,7.5,29,Unionidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,80,"CN, SC, R, VS, VE, RL",41.7,0.28,"Akal, Mesolithal",17.57,5.98,7.03,55.5,7.5,29,Planariidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,80,"CN, SC, R, VS, VE, RL",41.7,0.28,"Akal, Mesolithal",17.57,5.98,7.03,55.5,7.5,29,Chironomidae,8
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,80,"CN, SC, R, VS, VE, RL",41.7,0.28,"Akal, Mesolithal",17.57,5.98,7.03,55.5,7.5,29,Physidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Chironomidae,3
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Dystiscidae,3
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Hydrophilidae,2
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Corixidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Simuliidae,5
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Mesoveliidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Glossiphoniidae,1
4,19/10/2017,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,88,"CN, SC, R, VS, VE, RL",82,0.14,"Akal, Detritus",15.69,7.05,7.09,76.67,7.21,17,Lumbricidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,76.31,"CN, SC, R, VS",40.28,0.21,"Macrolithal, Megalithal, Microlithal, Akal",10.3,8.05,7.3,88.53,3.54,88.67,Leptoceridae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,146.41,"CN, GB, VE, RL",57.42,0.1,"Megalithal, Akal",10,8.13,7.25,88.7,3.41,89,Tipulidae,2
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,146.41,"CN, GB, VE, RL",57.42,0.1,"Megalithal, Akal",10,8.13,7.25,88.7,3.41,89,Simuliidae,60
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,146.41,"CN, GB, VE, RL",57.42,0.1,"Megalithal, Akal",10,8.13,7.25,88.7,3.41,89,Chironomidae,17
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,146.41,"CN, GB, VE, RL",57.42,0.1,"Megalithal, Akal",10,8.13,7.25,88.7,3.41,89,Baetidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,146.41,"CN, GB, VE, RL",57.42,0.1,"Megalithal, Akal",10,8.13,7.25,88.7,3.41,89,Glossiphoniidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,146.41,"CN, GB, VE, RL",57.42,0.1,"Megalithal, Akal",10,8.13,7.25,88.7,3.41,89,Lumbricidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,103.51,"CN, GB, SC, VS, VE, R",49.28,0.13,"Macrolithal, Megalithal, Sapropel",9.8,8.18,7.32,87.2,2.5,87,Hyalellidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,103.51,"CN, GB, SC, VS, VE, R",49.28,0.13,"Macrolithal, Megalithal, Sapropel",9.8,8.18,7.32,87.2,2.5,87,Leptoceridae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E4,"5°7'40,2"" N","73°58'4,1"" W",2887,Boulder step,33.37,"CN, GB, VE, RL",83.57,0.26,"Akal, Detritus, Megalithal, Macrolithal",15.3,7.45,7.32,65.13,1.48,65,Chironomidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E4,"5°7'40,2"" N","73°58'4,1"" W",2887,Riffle,33.86,"CN, SC, R, VS",57.28,0.21,"Akal, Mesolithal, Megalithal",15.2,7.34,7.33,64.9,0.42,65,Gerridae,11
5,21/02/2018,Seca,Cogua,Río Neusa,E4,"5°7'40,2"" N","73°58'4,1"" W",2887,Riffle,33.86,"CN, SC, R, VS",57.28,0.21,"Akal, Mesolithal, Megalithal",15.2,7.34,7.33,64.9,0.42,65,Simuliidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E4,"5°7'40,2"" N","73°58'4,1"" W",2887,Riffle,33.86,"CN, SC, R, VS",57.28,0.21,"Akal, Mesolithal, Megalithal",15.2,7.34,7.33,64.9,0.42,65,Chironomidae,4
5,21/02/2018,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,69.15,"CN, GB, R, VE",42.86,0.19,"Macrolithal, Megalithal, Sapropel, Detritus",15.9,7.37,7.23,64.87,2.17,65,Simuliidae,56
5,21/02/2018,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,69.15,"CN, GB, R, VE",42.86,0.19,"Macrolithal, Megalithal, Sapropel, Detritus",15.9,7.37,7.23,64.87,2.17,65,Chironomidae,9
5,21/02/2018,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,69.15,"CN, GB, R, VE",42.86,0.19,"Macrolithal, Megalithal, Sapropel, Detritus",15.9,7.37,7.23,64.87,2.17,65,Baetidae,4
5,21/02/2018,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,75.91,"CN, SC, R, VS",57.28,0.25,"Microlithal, Megalithal, Akal",15.83,7.35,7.23,64.87,2.54,65,Aeshnidae,4
5,21/02/2018,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,75.91,"CN, SC, R, VS",57.28,0.25,"Microlithal, Megalithal, Akal",15.83,7.35,7.23,64.87,2.54,65,Corixidae,5
5,21/02/2018,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,75.91,"CN, SC, R, VS",57.28,0.25,"Microlithal, Megalithal, Akal",15.83,7.35,7.23,64.87,2.54,65,Tipulidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,123.54,"SC, VS, VE",40.85,0.16,"Microlithal, Macrolithal, Mesolithal, Pelal, Sapropel",15.03,7.34,6.87,65.4,1.31,65,Aeshnidae,3
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,123.54,"SC, VS, VE",40.85,0.16,"Microlithal, Macrolithal, Mesolithal, Pelal, Sapropel",15.03,7.34,6.87,65.4,1.31,65,Physidae,3
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,123.54,"SC, VS, VE",40.85,0.16,"Microlithal, Macrolithal, Mesolithal, Pelal, Sapropel",15.03,7.34,6.87,65.4,1.31,65,Chironomidae,7
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,123.54,"SC, VS, VE",40.85,0.16,"Microlithal, Macrolithal, Mesolithal, Pelal, Sapropel",15.03,7.34,6.87,65.4,1.31,65,Corixidae,13
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,123.54,"SC, VS, VE",40.85,0.16,"Microlithal, Macrolithal, Mesolithal, Pelal, Sapropel",15.03,7.34,6.87,65.4,1.31,65,Gerridae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,176.53,"CN, SC, VS, VE",58.28,0.22,"Microlithal, Mesolithal, Detritus",14.8,6.38,6.71,66.3,2.43,67,Notonectidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,176.53,"CN, SC, VS, VE",58.28,0.22,"Microlithal, Mesolithal, Detritus",14.8,6.38,6.71,66.3,2.43,67,Aeshnidae,1
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,176.53,"CN, SC, VS, VE",58.28,0.22,"Microlithal, Mesolithal, Detritus",14.8,6.38,6.71,66.3,2.43,67,Physidae,5
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,176.53,"CN, SC, VS, VE",58.28,0.22,"Microlithal, Mesolithal, Detritus",14.8,6.38,6.71,66.3,2.43,67,Simuliidae,14
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,176.53,"CN, SC, VS, VE",58.28,0.22,"Microlithal, Mesolithal, Detritus",14.8,6.38,6.71,66.3,2.43,67,Chironomidae,22
5,21/02/2018,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,176.53,"CN, SC, VS, VE",58.28,0.22,"Microlithal, Mesolithal, Detritus",14.8,6.38,6.71,66.3,2.43,67,Corixidae,4
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,91.04,"CN, SC, VE, R, RL",76.57,0.12,"Sapropel, Megalithal",11.4,7.9,7.6,89.3,2.55,89,Baetidae,2
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,91.04,"CN, SC, VE, R, RL",76.57,0.12,"Sapropel, Megalithal",11.4,7.9,7.6,89.3,2.55,89,Unionidae,16
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,91.04,"CN, SC, VE, R, RL",76.57,0.12,"Sapropel, Megalithal",11.4,7.9,7.6,89.3,2.55,89,Chironomidae,7
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,91.04,"CN, SC, VE, R, RL",76.57,0.12,"Sapropel, Megalithal",11.4,7.9,7.6,89.3,2.55,89,Lumbricidae,1
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,51.36,"CN, GB, SC, R",55.14,0.01,"Sapropel, Megalithal",11.2,7.9,7.9,89.2,0.77,89,Baetidae,3
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,51.36,"CN, GB, SC, R",55.14,0.01,"Sapropel, Megalithal",11.2,7.9,7.9,89.2,0.77,89,Unionidae,17
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,51.36,"CN, GB, SC, R",55.14,0.01,"Sapropel, Megalithal",11.2,7.9,7.9,89.2,0.77,89,Chironomidae,14
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,51.36,"CN, GB, SC, R",55.14,0.01,"Sapropel, Megalithal",11.2,7.9,7.9,89.2,0.77,89,Simuliidae,3
6,14/03/2018,Transición,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,51.36,"CN, GB, SC, R",55.14,0.01,"Sapropel, Megalithal",11.2,7.9,7.9,89.2,0.77,89,Lumbricidae,1
